Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Company Age
MutualMind (acquired by Shapiro+Raj),MutualMind,Cold,,50,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/mutualmind,,,16200 Addison Rd,Addison,Texas,United States,75001,"16200 Addison Rd, Addison, Texas, United States, 75001","social media dashboards, social media listening, social command center, oem partnerships, white label social listening & analytics, social media analytics, saas, software development, computer software, information technology & services",,,,,,,,6000000,,684383fa6c2a670001e8578a,,"Shapiro+Raj is the sixth-largest independent insights and inspiration company in North America. Our mission is to help Fortune 500 clients find new and different ways to grow their brands in today's continually reshaping landscape. We have integrated behavioral science principles with behavioral economic capabilities and battle-tested brand marketing experience to creatively connect the dots between what consumers think, feel, say and do. The results are powerful commercially viable insights that open up new pathways for growth. Headquartered in Chicago, the firm has offices in New York, Dallas, and Pune, India.",2010,,,,,,
Sahana Software Foundation,Sahana Software Foundation,Cold,,15,information technology & services,david@davidjacobbusinessbrokers.com,http://www.sahanafoundation.org,http://www.linkedin.com/company/sahana-software-foundation,https://facebook.com/SahanaSoftwareFoundation,https://twitter.com/sahanafoss,350 Wilshire Boulevard,Santa Monica,California,United States,90401,"350 Wilshire Boulevard, Santa Monica, California, United States, 90401","free & open source software for disaster & emergency management, human resources, enterprise resource planning, incident management, resource management software, enterprise software, software, information technology, software development, disaster management, open source software, humanitarian aid, emergency preparedness, resource management, multi-agency coordination, alert systems, information sharing, disaster recovery, early warning systems, data visualization, situation awareness, community resilience, risk reduction, logistics management, volunteer coordination, emergency response, relief operations, cap (common alerting protocol), mobile communication, inventory management, needs assessment, training for response teams, crowdsourced information, community involvement, public information systems, interoperability, gis mapping, donor coordination, supply chain management, humanitarian response, social capital building, vulnerability assessments, crisis communication, remote monitoring, field observations, public messaging, scada integration, command & control, search & rescue operations, data analysis, emergency management standards, preparedness training, disaster simulations, collaborative platforms, multi-hazard protocols, software development for aid, capacity building, enterprises, computer software, information technology & services, b2b, logistics & supply chain, data analytics",,,"Gmail, Google Apps, WordPress.org, Mobile Friendly, Google Font API, Google Analytics, StatCounter, , Data Analytics, Remote, Barracuda MSP, SolarWinds, ",,,,,4543000,,684383fa6c2a670001e857ac,8300,"The Sahana Software Foundation was established as a 501(c)(3) non-profit organization to promote free and open source software solutions for disaster and emergency management. It took over the governance and management of the Sahana project from the Lanka Software Foundation in October 2009. Sahana is the leading open source disaster management system, and has been used by dozens of countries following natural and man-made disasters.",2009,,,,,,
Briteskies,Briteskies,Cold,,34,information technology & services,david@davidjacobbusinessbrokers.com,http://www.briteskies.com,http://www.linkedin.com/company/briteskiesllc,https://www.facebook.com/Briteskies/,https://twitter.com/BriteskiesCLE,2658 Scranton Road,Cleveland,Ohio,United States,44113,"2658 Scranton Road, Cleveland, Ohio, United States, 44113","adobe magento commerce, ecommerce integration, website design, development, ecommerce marketing, jd edwards consulting services, support, ibm i consulting services, it security specialists, as, 400 rpg development & support, integration specialists, digital marketing, digital transformation, erp services, ecommerce services, magento 2, magento cloud, managed services, business process review, ibm i security, magento, ecommerce, erp integration, b2b marketing, acumatica, jde support, magento integration, ecommerce solutions, technical audits, project support, business strategy, customer experience, adobe commerce, system integrations, ecommerce audits, b2b solutions, support services, magento commerce, staffing resources, magento upgrades, online customer engagement, process automation, security audits, data integration, customer loyalty programs, conversion optimization, technical support, cloud erp, sales channel optimization, seo strategies, user experience design, system evaluation, customization services, project management, sap integration, ibm i support, edi compliance, business process improvements, pricing strategies, order management solutions, supply chain integration, customer demographic analysis, troubleshooting, performance optimization, third-party integrations, market analysis, business intelligence, web design, marketing & advertising, e-commerce, consumer internet, consumers, internet, information technology & services, enterprise software, enterprises, computer software, b2b, productivity, analytics",'+1 216-369-3600,"For 20 years, we have helped customers achieve commerce success - B2B commerce solutions, digital marketing, ERP integration, EDI and IBM i/AS 400 support.","Outlook, Microsoft Office 365, Hubspot, Magento 2 Enterprise, Magento Enterprise, Adobe Marketing Cloud, Linkedin Widget, Linkedin Marketing Solutions, Google Font API, Facebook Widget, Google Analytics, Linkedin Login, Wistia, Mobile Friendly, Facebook Login (Connect), Google Tag Manager, AddThis, Google Custom Search, SAP, Render, Remote, Magento, Adobe Commerce",,,,,22815000,,684383fa6c2a670001e857b4,,"Briteskies is a Cleveland, Ohio-based company with over 25 years of experience in the Information Technology and Services sector. They specialize in providing comprehensive solutions for eCommerce, ERP system implementation, and integration. Their services include eCommerce development for B2B and B2C platforms, ERP consulting, digital marketing, technical support for IBM i and AS400 systems, EDI solutions, and staffing resources for various IT needs.

As a Magento Silver Solution Partner and an Oracle JD Edwards Gold Business Partner, Briteskies offers expertise in these platforms to enhance business operations. They are also a Premier IBM Business Partner, supporting clients with IBM systems. The company has collaborated with notable clients such as Fin Feather Fur Outfitters, Alta Genetics, and Carlstar, receiving positive feedback for their services. Briteskies fosters a supportive work environment that encourages personal and professional growth, offering consulting positions and internships for career development.",2000,,,,,,
Redi2 Technologies,Redi2,Cold,,13,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/redi2-technologies,,,211 Congress Street,Boston,Massachusetts,United States,02110,"211 Congress Street, Boston, Massachusetts, United States, 02110","fee billing, revenue management, invoicing, multicurrency, a, r, saas, accounting, backoffice, midoffice, investment management, financial services, software development, computer software, information technology & services",,,,,,,,6000000,,684383fb6c2a670001e8584c,,"Redi2 Technologies, a Software as a Service (SaaS) pioneer, provides purpose-driven billing solutions specifically designed for each client segment—asset managers, wealth managers, and financial advisors—to enable our clients to collect revenue faster.

Nearly 1000 financial services firms, with aggregated assets under management or administration of over $10 trillion, use Redi2's financial services billing solutions.

Our three flagship products include:

•	Redi2 Revenue Manager™, specifically designed for global investment managers. Our award-winning solution allows for the integration of existing infrastructure across platforms, such as with general ledgers or with CRM packages. This integration brings the power of our AI-driven, 360-view dashboard analytics to all aspects of a client's strategic business decision making. 

•	Redi2 Wealth Manager™, built from the ground up to solve the billing and payout challenges of modern wealth management firms. It is the leading choice for TAMPS, broker-dealers, wealth managers, and others in the UMA/SMA advisory arena. Wealth Manager can handle billing processing for hundreds of thousands of accounts and UMA sleeves in minutes, while bringing critical details to life through state-of-the-art dashboards and alerts. 

•	BillFin™, created specifically for advisors and planners. BillFin helps clients easily set-up asset exclusions by household, account, asset class, and/or individual security—unlocking the potential for negotiating competitive and unique agreements through our simple, cost-effective cloud-based billing solution. Easy and secure, BillFin's analytics capabilities allow clients to gain insights into the most important aspects of their billing arrangements and their revenue.

Redi2 offers flexible, feature-rich billing solutions to help financial services firms of all sizes streamline operations, improve cash flow, reduce costs, enhance client service, and meet compliance obligations. Contact us at info@redi2.com.",2002,,,,,,
AllianceTek Inc.,AllianceTek,Cold,,98,information technology & services,david@davidjacobbusinessbrokers.com,http://www.alliancetek.com,http://www.linkedin.com/company/alliancetek,http://www.facebook.com/AlliancetekInc,https://twitter.com/AllianceTekInc,5 Great Valley Pkwy,Malvern,Pennsylvania,United States,19355,"5 Great Valley Pkwy, Malvern, Pennsylvania, United States, 19355","custom software development, mobile application development, crm applications, erp applications, business workflow application, ecommerce application, content management system, sharepoint solutions, it business solutions, application integration solutions, business intelligence solutions, cloud computing solutions, legacy migration solutions, net development solutions, php web development solutions, medical software solutions, systems integration solutions, microsoft 365 infrastructure, microsoft 365 solution, artificial intelligence solutions, cloud infrastructure management, enterprise software, software, information technology, it services & it consulting, software engineering, software development, business process automation, enterprise content management, business intelligence, enterprise integration, cloud solutions, enterprise search, collaboration tools, mobile development, customer relationship management, e-learning solutions, robotic process automation, digital transformation, application development, saas development, ai/ml development, application ui/ux design, consulting services, application integration, hosting services, legacy system modernization, frontend development, backend development, mobile app development, cross-platform development, dedicated developers, hire developers, open source development, salesforce development, power platform solutions, power bi development, data warehousing, etl services, custom cms development, executive dashboards, client success stories, support & maintenance, cloud computing services, enterprise application integration, full text search solvers, portfolio development, system integration services, cloud-based solutions, content management systems, workflow automation, project management tools, real-time data processing, marketing intelligence solutions, b2b, information technology & services, enterprises, computer software, analytics, cloud computing, crm, sales, app development, apps, management consulting",'+1 484-892-5713,"AllianceTek is a leading Software Engineering, Software Development and Systems Integration provider company USA, 18+ years’ experience in building mobile, cloud & web solutions.","Salesforce, ElasticEmail, SMTP.com, Outlook, Gmail, Google Apps, Microsoft Office 365, Sendgrid, Microsoft-IIS, Skype Widget, Hotjar, ShareThis, Linkedin Marketing Solutions, Linkedin Login, Google Tag Manager, ASP.NET, Google Font API, Bootstrap Framework, Google Analytics, DoubleClick, AngularJS, Google Dynamic Remarketing, Twitter Advertising, WordPress.org, YouTube, Linkedin Widget, Mobile Friendly, Facebook Login (Connect), reCAPTCHA, Facebook Custom Audiences, Bing Ads, Facebook Widget, DoubleClick Conversion, Visual Visitor, Remote, IoT, , Android, Node.js, SolarWinds, Flutter, ConnectWise, Render, 8x8, React Native, Reviews, SAP, Micro, RingCentral, Laravel, SharePoint, Python, Talkdesk, Genesys, AI",,,,,23000000,,684383fa6c2a670001e85839,7371,"AllianceTek Inc. is a U.S.-based IT solutions provider founded in 2004 by Sunil Jagani. Headquartered in Malvern, Pennsylvania, the company has a global presence with offices in several major U.S. cities and India. With a team of over 100 employees, AllianceTek specializes in software development and consulting services, focusing on aligning technology with business goals to enhance efficiency and innovation.

The company offers a range of tailored IT solutions, including business process automation, business intelligence, eCommerce development, custom software development, and cloud computing services. They utilize technologies such as JavaScript and HTML, along with frameworks like Twitter Bootstrap, to deliver services across various industries, including education, retail, and IT consulting. AllianceTek aims to be a technology bridge for businesses, promoting collaboration and excellence while helping clients scale operations through the integration of people, processes, and systems.",2004,,,,,,
Pick,Pick,Cold,,37,information technology & services,david@davidjacobbusinessbrokers.com,http://www.pick.co,http://www.linkedin.com/company/pick-inc-,https://www.facebook.com/pickscheduling,https://twitter.com/Pick_HQ,Follower's Way,Waynesville,Ohio,United States,45068,"Follower's Way, Waynesville, Ohio, United States, 45068","meetings, calendars, scheduling, productivity software, mobile enterprise, online scheduling, meeting software, mobile, internet, information technology, software development, meeting scheduling, availability management, calendar integration, automatic booking, real-time scheduling, shared calendar coordination, gmail integration, office 365 integration, multi-calendar support, event notifications, calendar comparison, meeting invites, scheduling software, no back-and-forth emails, link sharing for scheduling, user management for scheduling, time zone adjustments, smart scheduling, collaborative scheduling, user profile management, online meeting booking, time selection interface, event reminders, mobile scheduling app, desktop scheduling app, simplified appointment setup, rl calendar sharing, self-service scheduling, business scheduling tools, personal scheduling assistant, data security, privacy compliance, service agreement, terms of service, user feedback system, real-time updates, data synchronization, cloud-based scheduling, customer communications, scheduling analytics, user experience, task automation, meeting logistics, seamless integration, user interface design, scheduling efficiency, productivity enhancement, computer software, information technology & services, enterprise software, enterprises, b2b, computer & network security, ux",'+1 800-952-5210,"Pick takes the back and forth out of finding a time to meet by comparing calendars, regardless of email domain, and displaying mutual availability & scheduling.","Gmail, Google Apps, Helpscout, DigitalOcean, Google Font API, Ruby On Rails, Mobile Friendly, Ubuntu, Nginx, Segment.io, Google Analytics, Mixpanel, Google Tag Manager, Highspot",,,,,227000,,684383fb6c2a670001e858bd,,"Pick is the easiest way to find mutual availabilities with contacts while seamlessly creating calendar events through mobile devices. We are bridging the gap between schedules with the goal of reducing the time it takes to determine a date and time to meet with one another. In addition, we make creating the actual calendar event as lightweight as possible so that you can do so while on the go from your mobile device.",2014,,,,,,
TrackingTime,TrackingTime,Cold,,17,information technology & services,david@davidjacobbusinessbrokers.com,http://www.trackingtime.co,http://www.linkedin.com/company/trackingtime-llc,https://www.facebook.com/trackingtime,https://twitter.com/trackingtime,555 S Bay Rd,Dover,Delaware,United States,19901,"555 S Bay Rd, Dover, Delaware, United States, 19901","time tracking, human ressources, analytics, project management, timesheets, timecards, time & attendance, saas, b2b, human resources, productivity software, enterprise software, internet, software, information technology, software development, time management software, online timesheets, attendance tracking, time cards, time reporting, automatic time tracking, employee time tracking, real-time insights, task management, integrated reporting, billable hours, non-billable hours, mobile time tracking, collaboration tools, team productivity, custom reports, time entries, project updates, team management, time analysis, time logs, performance insights, data analytics, workforce management, task assignment, work schedule management, integration with slack, integration with microsoft teams, customized timesheets, remote work tracking, report automation, employee attendance monitoring, multi-device accessibility, goal setting, resource allocation, workflow management, business insights, project tracking, employee performance reports, time entry automation, client invoicing, efficiency tracking, budget compliance, workflow visibility, remote team management, workload management, digital timesheets, information technology & services, productivity, computer software, enterprises",'+1 206-219-6416,"Use TrackingTime to streamline operations with a versatile time tracker app, and discover time tracking tailored to your team's unique needs.","Cloudflare DNS, Mailchimp Mandrill, Gmail, Google Apps, CloudFlare Hosting, Hotjar, DoubleClick Conversion, WordPress.org, YouTube, Facebook Custom Audiences, iTunes, Google Play, Facebook Widget, Facebook Login (Connect), Linkedin Marketing Solutions, Mobile Friendly, Google Tag Manager, DoubleClick, Google Analytics, Google Dynamic Remarketing, Mixpanel, Google Maps, Google Maps (Non Paid Users), Intercom, Google Font API",,,,,2400000,,684383fb6c2a670001e858c1,,"TrackingTime is a cloud-based time tracking and productivity management platform that helps businesses optimize project management and operational efficiency. It offers tools for tracking working hours, managing projects, and generating insights through analytics. Founded by Eric and Diego, the platform is designed to deliver projects on time and within budget.

The core services include real-time time tracking, project management features like task organization and collaboration tools, and billing and invoicing capabilities. Users can create detailed reports for payroll and productivity analysis, monitor team efficiency, and manage attendance with time cards. TrackingTime caters to freelancers, small to medium-sized businesses, and enterprises, providing solutions that are accessible across devices and integrate with various productivity tools, including Microsoft applications. The platform is user-friendly and scalable, making it suitable for both individual users and larger teams.",2012,,,,,,
UltimateTax,UltimateTax,Cold,,22,information technology & services,david@davidjacobbusinessbrokers.com,http://www.ultimatetax.com,http://www.linkedin.com/company/ultimate-tax,https://facebook.com/ultimatetax,https://twitter.com/ultimatetax,1500 Plaza Place,Muscatine,Iowa,United States,52761,"1500 Plaza Place, Muscatine, Iowa, United States, 52761","support & software, software development, tax preparation software, 1040 software, corporate tax software, professional tax services, e-filing, bank products, data conversion, customer support, multi-user access, desktop software, online tax software, pay-per-return, smart diagnostics, unlimited e-filing, investment tax forms, client data management, irs compliance, mobile access, interview mode, real-time refund monitor, secure data backups, training videos, template forms, annual renewal, customer relationship management, automated backups, comprehensive reporting, tax form defaults, dedicated support, section 179, financial rebate programs, loan advances, paperless filing, state compliant forms, email support, chat support, user-friendly interface, system integrations, efficiency tools, taxpayer identification number, dedicated account manager, money management, digital signature features, fax support, acceptance rates, status tracking, workflow management, market research, promotional offers, customer testimonials, information technology & services, crm, sales, enterprise software, enterprises, computer software, b2b",'+1 866-686-7211,,"Cloudflare DNS, Rackspace MailGun, Sendgrid, Outlook, Microsoft Office 365, Zendesk, InfusionSoft, Reviews, AI",,,,,3400000,,684383fb6c2a670001e858c2,,"UltimateTax, Ultimate Tax Service, Inc. is a leader in providing high quality tax professionals with quality tax software and year-round assistance. We have options for software that fit your needs. Not every office needs the same software and we don't try to sell you something you don't need or want.

Since 2006 we have been providing professional tax software to tax offices of all sizes.  We don't create a mold and try to make your business work in ours.  We believe that there are many great ways to run a tax preparation, accounting office.  So it is not up to us to tell you how to do it.  We can assist in your success journey but we will never sugar coat our industry.  Hard working individuals and great teams make up professional group.  If you want to be a part of that or are looking for a professional solution for your tax software needs, we can help.",2006,,,,,,
"Webyog (an Idera, Inc. company)",Webyog,Cold,,18,information technology & services,david@davidjacobbusinessbrokers.com,http://www.webyog.com,http://www.linkedin.com/company/webyog-inc-,https://www.facebook.com/webyog,https://twitter.com/webyog,2950 N Loop Fwy W,Houston,Texas,United States,77092-8800,"2950 N Loop Fwy W, Houston, Texas, United States, 77092-8800","database management tools, data visualization components, server monitoring tools, mysql monitoring, mysql gui tools, mysql performance optimization, software, databases, enterprise software, information technology, software development, database management, performance optimization, sql diagnostic manager, monyog, automated monitoring, real-time alerts, database backup, data synchronization, mysql gui, custom dashboards, mysql performance tools, administrator support, troubleshooting, cloud database, on-premise solutions, mariadb support, query analysis, performance metrics, configuration tracking, long running queries, locked queries, historical data analysis, proactive alerts, performance tuning, cloud compatibility, amazon rds, google cloud sql, microsoft azure database, data insights, monitoring solutions, dba productivity, performance issues, user-friendly interface, application compatibility, agentless monitoring, scalability, sqlyog ultimate, performance benchmarks, cost-effective solutions, monitoring analytics, server configuration, db management tools, efficiency, it teams, data migration, service integration, real-time monitoring, customizable tools, user experience, information technology & services, enterprises, computer software, b2b, ux",'+1 408-890-2524,SQL DM is a MySQL monitoring tool that gives DBAs real-time insights for optimizing the performance of MySQL servers.,"Cloudflare DNS, Gmail, Google Apps, MailChimp SPF, Helpscout, CloudFlare Hosting, Amazon AWS, Google Font API, Hotjar, reCAPTCHA, Google Dynamic Remarketing, Intercom, WordPress.org, GoToWebinar, DoubleClick Conversion, Google AdSense, Google AdWords Conversion, Google Tag Manager, Mobile Friendly, Linkedin Marketing Solutions, Google Remarketing, Google Analytics, Nginx, AI",,,,,2000000,,684383fb6c2a670001e858e6,7372,"Webyog, a subsidiary of Idera, Inc., is a software development company based in Austin, Texas, with an additional office in Bangalore, India. The company specializes in database management and monitoring tools, particularly for open-source relational databases like MySQL. With over 2.5 million users worldwide, Webyog provides high-performance solutions aimed at technical users, including enterprises and small businesses.

Key products include SQL Diagnostic Manager for MySQL, which helps troubleshoot and optimize database performance, and SQLyog, a comprehensive MySQL administration tool that features schema synchronization, query profiling, and data migration. Webyog serves a diverse customer base of over 35,000 companies, including notable names like Amazon, IBM, and Salesforce, across various industries such as healthcare, finance, retail, and technology. As part of Idera, Webyog leverages a global infrastructure to deliver effective database management solutions.",2001,"Idera, Inc. (ideracorp.com)",,,,,
TivaCloud,TivaCloud,Cold,,50,information technology & services,david@davidjacobbusinessbrokers.com,http://www.tivacloud.com,http://www.linkedin.com/company/tiva-cloud,https://www.facebook.com/TivaCloudOnline,https://twitter.com/tivacloud,118 Vintage Park Blvd,Houston,Texas,United States,77070,"118 Vintage Park Blvd, Houston, Texas, United States, 77070","dot compliance software, fmcsa reporting tools, driver qualification management, motor carrier compliance, osha compliance software, regulatory compliance, cloud employee management, transportation consulting, compliance consulting, saas, transportation, cloud data services, software compliance, software, enterprise software, automotive, information technology, software development, dot compliance, compliance software, managed compliance services, driver qualification files, drug & alcohol testing, cloud-based compliance, safety management, asset management, employee management, reporting tools, audit management, training management, digital filing, csa score monitoring, compliance tracking, notification system, incident management, osha compliance, job safety analysis, document management, permit management, task management, user access levels, data security, fleet management, vehicle compliance, background screening, automated reminders, performance tracking, employee onboarding, data analysis, custom reporting, cloud integration, software accessibility, real-time monitoring, service flexibility, customer support, compliance training, digital record keeping, crash data analysis, violation reporting, compliance audits, documentation support, employee performance evaluation, trend analysis, incident investigation, lockout-tagout procedures, safety policies management, computer software, information technology & services, cloud computing, enterprises, b2b, productivity, computer & network security, data analytics",'+1 866-306-7463,,"Google Cloud Hosting, Django, Google Font API, New Relic, Nginx, Google Analytics, Wistia, Facebook Custom Audiences, Google Tag Manager, WordPress.org, Gravity Forms, Facebook Login (Connect), Gunicorn, Facebook Widget, Bootstrap Framework, Google Dynamic Remarketing, DoubleClick Conversion, DoubleClick, Mobile Friendly, Bing Ads, AI",,,,,7000000,,684383fb6c2a670001e858b7,,"TivaCloud offers managed DOT compliance services, drug & background screening, as well as an innovative cloud-based compliance technology. We work with customers to save them time, money, and stress by simplifying their compliance processes.

Find out more at http://www.tivacloud.com",2014,Fleetworthy (fleetworthy.com),,,,,
KYA,KYA,Cold,,27,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/kya-inc-,,,251 7th St,New York,New York,United States,11215,"251 7th St, New York, New York, United States, 11215","mobile, saas, digital media, analytics, enterprise software, consumer internet, information technology, internet, software, technology, information & internet, information technology & services, computer software, enterprises, b2b, consumers",,,"Amazon AWS, Cloudflare DNS, Gmail, Google Apps, Microsoft Office 365, DigitalOcean, VigLink, Varnish, Taboola, Google Font API, reCAPTCHA, Google Tag Manager, Google Analytics, DoubleClick, Stripe, Criteo, Mobile Friendly, Google AdSense, Sovrn, Data Analytics, AI, Remote, IoT, Android, Python",,,,,2400000,,684383fb6c2a670001e858d0,,"KYA is an audience insights platform for publishers of all sizes. We help publishers better understand their audience, track engagement, deliver a more targeted product, and increase their revenues.

Our mission is simple: provide publishers with the best possible audience insights and analytics to help them grow and be successful.",2014,,,,,,
Logicdrop,Logicdrop,Cold,,11,information technology & services,david@davidjacobbusinessbrokers.com,http://www.logicdrop.com,http://www.linkedin.com/company/logicdrop,https://www.facebook.com/logicdrop/,http://twitter.com/logicdrop,,Birmingham,Michigan,United States,48009,"Birmingham, Michigan, United States, 48009","problem solving using rules, business intelligence & analytics, document generation & assembly, compute engines, smart applications, expert systems, data transformation & validation, technology enablement, saas, big data, business intelligence, intelligent systems, enterprise software, analytics, artificial intelligence, information technology, software, deep information technology, software development, business automation, document automation, cloud-native, data analysis, data enrichment, real-time decision making, automated workflows, rule-based systems, serverless infrastructure, api integration, document assembly, custom templates, visual design tools, cost reduction, error minimization, data management, process optimization, saas platform, rapid deployment, document generation, centralized knowledge base, dynamic documents, development lifecycle, business logic, no-code solutions, smart templates, data transformation, predictive analytics, rule engine, drools compatibility, collaborative tools, version control, testing tools, template editor, industry-specific solutions, augmented data, business insights, api development, microservices, cloud computing, complex documents, document compliance, real-time analytics, improved productivity, responsiveness, document templates, user-friendly interfaces, enterprise-grade solutions, computer software, information technology & services, enterprises, b2b, data analytics",'+1 888-229-2817,The Logicdrop Platform lets enterprises build business automation solutions and assemble complex documents in the cloud effortlessly.,"Route 53, Gmail, Google Apps, Amazon AWS, CloudFlare, GitLab, Hubspot, Google Tag Manager, Facebook Widget, Mobile Friendly, Typekit, Bootstrap Framework, Facebook Login (Connect), Facebook Custom Audiences, reCAPTCHA, , React Native, Android, Python, Basis, Remote, Flutter, AI",,,,,7000000,,684383fb6c2a670001e858d2,,"Logicdrop is a cloud-native business and document automation company based in Detroit, Michigan. They provide a platform-as-a-service (PaaS) that enables enterprises to build automation solutions and assemble complex documents in the cloud. Founded by experts in content automation, Logicdrop simplifies the creation of intricate documents that typically require extensive manual effort. Their platform utilizes expert systems to embed document logic and capture business knowledge directly within documents.

The flagship product, Logicdrop Sparks, allows users to create smart templates for generating complex documents like contracts and reports without coding. The company also offers consulting services, particularly to Fortune 1000 clients, helping businesses turn data into actionable results through rules-based systems. Logicdrop serves a diverse range of industries, including telecommunications, e-commerce, healthcare, and more, with a client base primarily composed of small and medium-sized businesses.",2012,,,,,,
"Paragon Systems, LLC",Paragon,Cold,,30,information technology & services,david@davidjacobbusinessbrokers.com,http://www.paragon-systems.com,http://www.linkedin.com/company/paragon-systems-llc,,,22960 Shaw Rd,Sterling,Virginia,United States,20166,"22960 Shaw Rd, Sterling, Virginia, United States, 20166","enterprise hardware, hitachi, niksun, american power conversion & cisco systems to name a few, itprofessional services we maintain authorized relationships with industry leaders oraclesun microsys, citrix, mirapoint, software, information technology & services",'+1 703-707-9771,,Remote,,,,,20679000,,684383fb6c2a670001e85975,7380,"Paragon Systems, of Herndon Virginia was launched to provide special software development services for the U.S. Intelligence community. In the past decade, Paragon has expanded its capabilities into secure systems engineering and integration. 

From on site intelligence collection systems support at various military bases worldwide during the cold-war to the integration of secure tactical systems today. Paragon has had an outstanding history of contract performance.",,,,,,,
NaNLABS,NaNLABS,Cold,,61,information technology & services,david@davidjacobbusinessbrokers.com,http://www.nan-labs.com,http://www.linkedin.com/company/nan-labs,https://www.facebook.com/nanlabs,https://twitter.com/nanlabs,2035 Sunset Lake Rd,Newark,Delaware,United States,19702-2600,"2035 Sunset Lake Rd, Newark, Delaware, United States, 19702-2600","software development, mobile development, user experience, nodejs, react, react native, angular, javascript, swift, java, python, agile, serverless, cloud development, aws, gcp, staff augmentation, team augmentation, custom software development outsourcing, tech consultancy, staffing, enterprise software, startups, mobile application, software, information technology, cloud data engineering, real-time data processing, ai & machine learning, scalable solutions, data lakehouse, enterprise analytics, data architecture, etl pipelines, data warehousing, interactive dashboards, real-time insights, generative ai, prompt engineering, data security, microservices architecture, agile software development, saas solutions, cybersecurity solutions, backend development, frontend development, full-stack development, custom software development, data engineering consultancy, proof of concept development, user-centered design, ux/ui design, data management solutions, cloud solutions, aws consulting, scalability solutions, robust analytics, high availability systems, cost-efficient solutions, event-driven architecture, domain-driven design, continuous integration, cloud infrastructure design, machine learning models, technical excellence, innovation in technology, data-driven decision making, business intelligence solutions, data processing automation, infrastructure as code, information technology & services, ux, enterprises, computer software, b2b, internet, computer & network security, cloud computing",'+54 9 2235 03-5632,"Meet your Tech Sidekick—your nearshore ally for Cloud Data Engineering, Real-Time Solutions, and AI & Machine Learning customization and implementation.","Amazon CloudFront, Cloudflare DNS, Route 53, Gmail, Google Apps, Amazon AWS, Hubspot, Mobile Friendly, Google Tag Manager, Google Dynamic Remarketing, Google Font API, DoubleClick, YouTube, DoubleClick Conversion, Linkedin Marketing Solutions, , AI",,,,,92000,,684383fb6c2a670001e85973,,"NaNLABS is a custom software development company based in Newark, Delaware, founded in 2013. The company specializes in cloud and data engineering, offering end-to-end solutions for small and medium-sized businesses (SMBs) and startups across various industries, including Cybersecurity, InsurTech, FinTech, and Mobility.

Their services include custom software development, team augmentation, tech consultancy, and cloud solutions. NaNLABS provides full-cycle development of web and mobile applications, along with UX/UI design and DevOps support. They also offer cross-functional agile teams to enhance scalability and adaptability. Their cloud solutions are powered by AWS, and they have received recognition as a Top AWS Company.

NaNLABS develops tailored solutions such as enterprise-grade web and mobile apps, cybersecurity platforms, and industry-specific systems. They serve a diverse range of clients in sectors like media, healthcare, real estate, and telecommunications, focusing on innovation and a client-centric approach through Agile methodologies and iterative development.",2013,,,,,,
Glue Up (old page),Glue Up,Cold,,52,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/glueup-old,,,1775 Tysons Blvd,McLean,Virginia,United States,22102,"1775 Tysons Blvd, McLean, Virginia, United States, 22102","mobile app, membership finance & payments, event organizers, software as a service, event marketing cloud, membership management, project management, chambermaster replacement, event management, membership directory, chambers of commerce management software, association management software, email marketing, event website builder, allinone engagement management solution, crm, cloud services, event finance & payments, better than eventbrite, saas, technology, enterprise software, software, information technology, computer software, information technology & services, productivity, events services, marketing & advertising, sales, enterprises, b2b, cloud computing",,,,,,,,6000000,,684383fb6c2a670001e85964,,"Glue Up is a global SaaS platform founded in 2013, headquartered in Fairfax, Virginia. The company specializes in event and membership management, aiming to enhance community engagement for organizations in emerging markets such as Asia Pacific, Africa, and Russia. Glue Up offers an all-in-one engagement management CRM that includes tools for event management, membership management, email marketing, customizable mobile apps, and AI-driven solutions.

The platform is designed to streamline administrative tasks and improve member engagement, making it suitable for associations, chambers of commerce, and event organizers. Glue Up emphasizes data consolidation, global scalability, and partnerships with industry leaders to enhance its offerings. The company has undergone significant developments, including a rebranding from EventBank to Glue Up and the launch of AI-driven tools to further support its clients. With a focus on digitizing underserved markets, Glue Up is positioned as a key player in the growing MICE industry.",2013,,,,,,
